handle,title,body,vendor,type,tags,published,option1Name,option1Value,option2Name,option2Value,option3Name,option3Value,variantSKU,variantGrams,variantInventoryTracker,variantInventoryPolicy,variantFulfillmentService,variantPrice,variantCompareAtPrice,variantRequiresShipping,variantTaxable,variantBarcode,imageSrc,imagePosition,imageAltText,giftCard,seoTitle,seoDescription,googleShoppingGoogleProductCategory,googleShoppingGender,googleShoppingAgeGroup,googleShoppingMPN,googleShoppingAdWordsGrouping,googleShoppingAdWordsLabels,googleShoppingCondition,googleShoppingCustomProduct,googleShoppingCustomLabel0,googleShoppingCustomLabel1,googleShoppingCustomLabel2,googleShoppingCustomLabel3,googleShoppingCustomLabel4,variantImage,variantWeightUnit,variantTaxCode,costperitem,status
shdm-tee,,,,,,,,EXTRA LARGE,,,,,"",0.0,shopify,deny,manual,25.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,,12.88,
year-zero-universal-remote-155cm,Year Zero Universal Remote 155cm,"<div dir=""ltr"">
<meta charset=""utf-8"">
<p class=""m_-4135980591378889992gmail-m_-5920322660008063717gmail-p2""><b>The Universal Remote Series<br></b>Control your future, past &amp; present with the Universal Remote. This powerful Claymore grants its wielder a boost in power &amp; creativity. Conquer the Mountains, the cities, and the Multiverse. Please note this item does not work with your current TV or smart devices.</p>
<p class=""m_-4135980591378889992gmail-m_-5920322660008063717gmail-p2""><b></b>Available in sizes: 146cm, 152cm, 155cm, 158cm<b><br></b></p>
<meta charset=""utf-8""> <meta charset=""utf-8""> <meta charset=""utf-8"">
<h4 class=""m_-4135980591378889992gmail-m_-5920322660008063717gmail-p2""><span style=""color: #666666;"">Expected Ship Date: 10.31.20</span></h4>
<p class=""m_-4135980591378889992gmail-m_-5920322660008063717gmail-p2""><b>DeathCore<br></b>The Death Core is a fun and snappy core that has been proven time after time to be most preferred core from our riders. Years of testing with this core on groomers, terrain parks, and urban terrain has resulted in a proven core that lives up to the standards of the brand</p>
<p class=""m_-4135980591378889992gmail-m_-5920322660008063717gmail-p1"">*Death Core = Bamboo + Poplar Core + Strength + Flex + Lightweight + Super Fun</p>
<p class=""m_-4135980591378889992gmail-m_-5920322660008063717gmail-p1"">*Medium Flex </p>
<div class=""page"" title=""Page 1"">
<div class=""layoutArea"">
<div class=""column"">
<p><span>The Death Core has a nice flex that isnʼt too stiff, not too soft, but maintains its liveliness longer than other cores in part to the strength of bamboo. The Death Core is ideal for your day to day riding with your buds and freestyle excursions, wherever that may be. The environmental impacts of bamboo as a rapid renewable resource helps make the core a no-brainer.</span></p>
<meta charset=""utf-8"">
<p><span><b><strong>Aura of Protection Top Sheet<br></strong></b>A magical matte top sheet that protects your board and helps give you grip while riding one-footed. Protects from most-evil spells, hexes, curses, and witch’s brews. Note: does not protect against ski school kids stepping on your board.</span></p>
<p><b>Sundae Sidewalls<br></b><span>No one likes chatter.</span><span class=""m_-4135980591378889992gmail-m_-5920322660008063717gmail-Apple-converted-space""> </span><span>UMHW is a proven industry standard for dampening your ride and letting you focus on where you want to go instead of fighting your deck.</span><span class=""m_-4135980591378889992gmail-m_-5920322660008063717gmail-Apple-converted-space"">  </span><span>Let our sidewalls help you ride, better.</span></p>
<p><b>XXX Fiberglass Weave - for the hardcore kids. Vin Diesel can come too.<br></b>With the combo of our Death Core, a triaxial fiberglass weave complements the wood core by adding strength and creates the perfect flex for our snowboards. Combined with the Super Sundae Sidewalls + Death Core, the triaxial fiberglass strengthens the board (torsionally) to help the board keep its strength on turns and gives it the perfect flex. Fiberglass is such an underrated material - biaxial fiberglass makes a snowboard too soft, and basalt triaxial makes it (lighter but) too stiff. Our Fiberglass Weave complements our cores and the rest of our materials together to make it a Super Happytime Death Machine.</p>
</div>
</div>
</div>
<p class=""m_-4135980591378889992gmail-m_-5920322660008063717gmail-p2""><strong><br>Hybrid Camber</strong><br><img src=""//cdn.shopify.com/s/files/1/1714/2171/files/Asset_1_1024x1024.png?v=1506273470"" alt=""""></p>
<p class=""m_-8237263561138895069gmail-m_-5920322660008063717gmail-p2"">'Universal Remote' Specifications</p>
<table width=""100%"">
<tbody>
<tr>
<td><strong>Size</strong></td>
<td><strong>Effective Edge</strong></td>
<td><strong>Contact Length</strong></td>
<td><strong>Waist Width</strong></td>
<td><strong>Sidecut</strong></td>
</tr>
<tr>
<td>146cm</td>
<td>110.4 cm</td>
<td>109 cm</td>
<td>24.8 cm</td>
<td>7.35 cm</td>
</tr>
<tr>
<td>152cm</td>
<td>116.4 cm</td>
<td>114 cm</td>
<td>25.3 cm</td>
<td>7.65 cm</td>
</tr>
<tr>
<td>155cm</td>
<td>119.4 cm</td>
<td>117 cm</td>
<td>25.7 cm</td>
<td>7.8 cm</td>
</tr>
<tr>
<td>158cm</td>
<td>122.4 cm</td>
<td>119 cm</td>
<td>25.9 cm</td>
<td>7.95 cm</td>
</tr>
</tbody>
</table>
</div>",Super Happytime Death Machine,Snowboards,"",true,Color,Chocolate (Black),,,,,2020UR155,3628.73896,shopify,deny,manual,420.00,,true,true,"",https://cdn.shopify.com/s/files/1/1714/2171/products/shdm3xcopy.jpg?v=1602875975,1,,false,,"Control your future, past &amp; present with the Universal Remote. This powerful Claymore grants itʼs wielder a boost in power &amp; creativity. Conquer the Mountains, the cities, and the Multiverse. Please note this item does not work with your current TV or smart devices.",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1714/2171/products/shdm3xcopy.jpg?v=1602875975,lb,,,active
year-zero-universal-remote-152cm,Year Zero Universal Remote 152cm,"<div dir=""ltr"">
<meta charset=""utf-8"">
<p class=""m_-4135980591378889992gmail-m_-5920322660008063717gmail-p2""><b>The Universal Remote Series<br></b>Control your future, past &amp; present with the Universal Remote. This powerful Claymore grants its wielder a boost in power &amp; creativity. Conquer the Mountains, the cities, and the Multiverse. Please note this item does not work with your current TV or smart devices.</p>
<p class=""m_-4135980591378889992gmail-m_-5920322660008063717gmail-p2""><b></b>Available in sizes: 146cm, 152cm, 155cm, 158cm<b><br></b></p>
<meta charset=""utf-8""> <meta charset=""utf-8""> <meta charset=""utf-8"">
<h4 class=""m_-4135980591378889992gmail-m_-5920322660008063717gmail-p2""><span style=""color: #666666;"">Expected Ship Date: 10.31.20</span></h4>
<p class=""m_-4135980591378889992gmail-m_-5920322660008063717gmail-p2""><b>DeathCore<br></b>The Death Core is a fun and snappy core that has been proven time after time to be most preferred core from our riders. Years of testing with this core on groomers, terrain parks, and urban terrain has resulted in a proven core that lives up to the standards of the brand</p>
<p class=""m_-4135980591378889992gmail-m_-5920322660008063717gmail-p1"">*Death Core = Bamboo + Poplar Core + Strength + Flex + Lightweight + Super Fun</p>
<p class=""m_-4135980591378889992gmail-m_-5920322660008063717gmail-p1"">*Medium Flex </p>
<div class=""page"" title=""Page 1"">
<div class=""layoutArea"">
<div class=""column"">
<p><span>The Death Core has a nice flex that isnʼt too stiff, not too soft, but maintains its liveliness longer than other cores in part to the strength of bamboo. The Death Core is ideal for your day to day riding with your buds and freestyle excursions, wherever that may be. The environmental impacts of bamboo as a rapid renewable resource helps make the core a no-brainer.</span></p>
<p> <b><strong>Aura of Protection Top Sheet<br></strong></b><span>A magical matte top sheet that protects your board and helps give you grip while riding one-footed. Protects from most-evil spells, hexes, curses, and witch’s brews. Note: does not protect against ski school kids stepping on your board.</span></p>
<p><b>Sundae Sidewalls<br></b><span>No one likes chatter.</span><span class=""m_-4135980591378889992gmail-m_-5920322660008063717gmail-Apple-converted-space""> </span><span>UMHW is a proven industry standard for dampening your ride and letting you focus on where you want to go instead of fighting your deck.</span><span class=""m_-4135980591378889992gmail-m_-5920322660008063717gmail-Apple-converted-space"">  </span><span>Let our sidewalls help you ride, better.</span></p>
<p><b>XXX Fiberglass Weave - for the hardcore kids. Vin Diesel can come too.<br></b>With the combo of our Death Core, a triaxial fiberglass weave complements the wood core by adding strength and creates the perfect flex for our snowboards. Combined with the Super Sundae Sidewalls + Death Core, the triaxial fiberglass strengthens the board (torsionally) to help the board keep its strength on turns and gives it the perfect flex. Fiberglass is such an underrated material - biaxial fiberglass makes a snowboard too soft, and basalt triaxial makes it (lighter but) too stiff. Our Fiberglass Weave complements our cores and the rest of our materials together to make it a Super Happytime Death Machine.</p>
</div>
</div>
</div>
<p class=""m_-4135980591378889992gmail-m_-5920322660008063717gmail-p2""><strong><br>Hybrid Camber</strong><br><img src=""//cdn.shopify.com/s/files/1/1714/2171/files/Asset_1_1024x1024.png?v=1506273470"" alt=""""></p>
<p class=""m_-8237263561138895069gmail-m_-5920322660008063717gmail-p2"">'Universal Remote' Specifications</p>
<table width=""100%"">
<tbody>
<tr>
<td><strong>Size</strong></td>
<td><strong>Effective Edge</strong></td>
<td><strong>Contact Length</strong></td>
<td><strong>Waist Width</strong></td>
<td><strong>Sidecut</strong></td>
</tr>
<tr>
<td>146cm</td>
<td>110.4 cm</td>
<td>109 cm</td>
<td>24.8 cm</td>
<td>7.35 cm</td>
</tr>
<tr>
<td>152cm</td>
<td>116.4 cm</td>
<td>114 cm</td>
<td>25.3 cm</td>
<td>7.65 cm</td>
</tr>
<tr>
<td>155cm</td>
<td>119.4 cm</td>
<td>117 cm</td>
<td>25.7 cm</td>
<td>7.8 cm</td>
</tr>
<tr>
<td>158cm</td>
<td>122.4 cm</td>
<td>119 cm</td>
<td>25.9 cm</td>
<td>7.95 cm</td>
</tr>
</tbody>
</table>
</div>",Super Happytime Death Machine,Snowboards,"",true,Color,Chocolate (Black),,,,,2020UR152,3628.73896,shopify,deny,manual,420.00,,true,true,"",https://cdn.shopify.com/s/files/1/1714/2171/products/shdm3x_copy.jpg?v=1602854757,1,,false,,"Control your future, past & present with the Universal Remote. This powerful Claymore grants itʼs wielder a boost in power & creativity. Conquer the Mountains, the cities, and the Multiverse. Please note this item does not work with your current TV or smart devices.",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1714/2171/products/shdm3x_copy.jpg?v=1602854757,lb,,160.00,active
year-zero-universal-remote-152cm,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1714/2171/products/shdm3xcopy_1b76a0b6-fac4-46a2-aa2c-5ad75e118ec0.jpg?v=1602854757,2,,,,,,,,,,,,,,,,,,,,,,
year-zero-universal-remote-146cm,Year Zero Universal Remote 146cm,"<div dir=""ltr"">
<meta charset=""utf-8"">
<p class=""m_-4135980591378889992gmail-m_-5920322660008063717gmail-p2""><b>The Universal Remote Series<br></b>Control your future, past &amp; present with the Universal Remote. This powerful Claymore grants its wielder a boost in power &amp; creativity. Conquer the Mountains, the cities, and the Multiverse. Please note this item does not work with your current TV or smart devices.</p>
<p class=""m_-4135980591378889992gmail-m_-5920322660008063717gmail-p2""><b></b>Available in sizes: 146cm, 152cm, 155cm, 158cm<b><br></b></p>
<meta charset=""utf-8""> <meta charset=""utf-8""> <meta charset=""utf-8"">
<h4 class=""m_-4135980591378889992gmail-m_-5920322660008063717gmail-p2""><span style=""color: #666666;"">Expected Ship Date: 10.31.20</span></h4>
<p class=""m_-4135980591378889992gmail-m_-5920322660008063717gmail-p2""><b>DeathCore<br></b>The Death Core is a fun and snappy core that has been proven time after time to be most preferred core from our riders. Years of testing with this core on groomers, terrain parks, and urban terrain has resulted in a proven core that lives up to the standards of the brand</p>
<p class=""m_-4135980591378889992gmail-m_-5920322660008063717gmail-p1"">*Death Core = Bamboo + Poplar Core + Strength + Flex + Lightweight + Super Fun</p>
<p class=""m_-4135980591378889992gmail-m_-5920322660008063717gmail-p1"">*Medium Flex </p>
<div class=""page"" title=""Page 1"">
<div class=""layoutArea"">
<div class=""column"">
<p><span>The Death Core has a nice flex that isnʼt too stiff, not too soft, but maintains its liveliness longer than other cores in part to the strength of bamboo. The Death Core is ideal for your day to day riding with your buds and freestyle excursions, wherever that may be. The environmental impacts of bamboo as a rapid renewable resource helps make the core a no-brainer.</span></p>
<meta charset=""utf-8"">
<p><b><strong>Aura of Protection Top Sheet<br></strong></b>A magical matte top sheet that protects your board and helps give you grip while riding one-footed. Protects from most-evil spells, hexes, curses, and witch’s brews. Note: does not protect against ski school kids stepping on your board.</p>
<p><b>Sundae Sidewalls<br></b><span>No one likes chatter.</span><span class=""m_-4135980591378889992gmail-m_-5920322660008063717gmail-Apple-converted-space""> </span><span>UMHW is a proven industry standard for dampening your ride and letting you focus on where you want to go instead of fighting your deck.</span><span class=""m_-4135980591378889992gmail-m_-5920322660008063717gmail-Apple-converted-space"">  </span><span>Let our sidewalls help you ride, better.</span></p>
<p><b>XXX Fiberglass Weave - for the hardcore kids. Vin Diesel can come too.<br></b>With the combo of our Death Core, a triaxial fiberglass weave complements the wood core by adding strength and creates the perfect flex for our snowboards. Combined with the Super Sundae Sidewalls + Death Core, the triaxial fiberglass strengthens the board (torsionally) to help the board keep its strength on turns and gives it the perfect flex. Fiberglass is such an underrated material - biaxial fiberglass makes a snowboard too soft, and basalt triaxial makes it (lighter but) too stiff. Our Fiberglass Weave complements our cores and the rest of our materials together to make it a Super Happytime Death Machine.</p>
</div>
</div>
</div>
<p class=""m_-4135980591378889992gmail-m_-5920322660008063717gmail-p2""><strong><br>Hybrid Camber</strong><br><img src=""//cdn.shopify.com/s/files/1/1714/2171/files/Asset_1_1024x1024.png?v=1506273470"" alt=""""></p>
<p class=""m_-8237263561138895069gmail-m_-5920322660008063717gmail-p2"">'Universal Remote' Specifications</p>
<table width=""100%"">
<tbody>
<tr>
<td><strong>Size</strong></td>
<td><strong>Effective Edge</strong></td>
<td><strong>Contact Length</strong></td>
<td><strong>Waist Width</strong></td>
<td><strong>Sidecut</strong></td>
</tr>
<tr>
<td>146cm</td>
<td>110.4 cm</td>
<td>109 cm</td>
<td>24.8 cm</td>
<td>7.35 cm</td>
</tr>
<tr>
<td>152cm</td>
<td>116.4 cm</td>
<td>114 cm</td>
<td>25.3 cm</td>
<td>7.65 cm</td>
</tr>
<tr>
<td>155cm</td>
<td>119.4 cm</td>
<td>117 cm</td>
<td>25.7 cm</td>
<td>7.8 cm</td>
</tr>
<tr>
<td>158cm</td>
<td>122.4 cm</td>
<td>119 cm</td>
<td>25.9 cm</td>
<td>7.95 cm</td>
</tr>
</tbody>
</table>
</div>",Super Happytime Death Machine,Snowboards,"",true,Color,Chocolate (Black),,,,,2020UR147,3628.73896,shopify,deny,manual,420.00,,true,true,"",https://cdn.shopify.com/s/files/1/1714/2171/products/shdm3xcopy_3c19c24d-b808-4044-995d-8ce368b564df.jpg?v=1602854834,1,,false,,"Control your future, past & present with the Universal Remote. This powerful Claymore grants itʼs wielder a boost in power & creativity. Conquer the Mountains, the cities, and the Multiverse. Please note this item does not work with your current TV or smart devices.",,,,,,,,,,,,,,,lb,,160.00,active
sticker-sheet,Sticker Sheet- FREE WITH ONLINE PURCHASE,"<p>Choose Super Happytimes or Death Machines!</p>
<p>Magically Matte just like our boards. Forged with only the highest quality materials by our friends at WizarCo.  </p>
<p>7"" x 4.5""</p>
<p>3M Matte high quality stickers!</p>",Super Happytime Death Machine,"","",false,Title,Default Title,,,,,"",13.6077711,shopify,deny,manual,8.00,,true,true,"",https://cdn.shopify.com/s/files/1/1714/2171/products/screen_shot_2019_09_30_at_1_44_00_pm.png?v=1569885080,1,,false,,,,,,,,,,,,,,,,,lb,,1.00,active
dad-hat,Dad Hat,"<p><span class=""key"">Thanks Dad. This one says ""SUPER HAPPYTIME DEATH MACHINE"" embroidered on a YP CLASSICS DAD CAP.</span></p>
<p><span class=""key"">Contents:</span><span class=""value"">100% Cotton (Green Camo - 65% Polyester / 35% Cotton)</span></p>
<div class=""clear"">
<span class=""key"">Sizes:</span><span class=""value"">OSFA</span>
</div>
<div class=""clear""></div>
<span class=""key"">Additional Features:</span><span class=""value"">• Trendy dad cap • Unstructured • Antique brass buckle closure • Matching undervisor, 4-row stitching on visor</span>",Super Happytime Death Machine,Hat,"",false,Title,Default Title,,,,,"",0.0,shopify,deny,manual,25.00,,true,true,"",https://cdn.shopify.com/s/files/1/1714/2171/products/DADHAT.jpg?v=1569004114,1,,false,,,,,,,,,,,,,,,,,lb,,12.00,active
dad-hat,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1714/2171/products/51232_b_fl.jpg?v=1569004114,2,,,,,,,,,,,,,,,,,,,,,,
universal-remote-158cm-1,Universal Remote 158cm,"<div dir=""ltr"">
<meta charset=""utf-8"">
<p class=""m_-4135980591378889992gmail-m_-5920322660008063717gmail-p2""><b>The Universal Remote Series<br></b>Control your future, past &amp; present with the Universal Remote. This powerful Claymore grants itʼs wielder a boost in power &amp; creativity. Conquer the Mountains, the cities, and the Multiverse. Please note this item does not work with your current TV or smart devices.</p>
<p class=""m_-4135980591378889992gmail-m_-5920322660008063717gmail-p2""><b></b>Available in sizes: 146cm, 152cm, 155cm, 158cm<b><br></b></p>
<meta charset=""utf-8"">
<meta charset=""utf-8"">
<meta charset=""utf-8"">
<h4 class=""m_-4135980591378889992gmail-m_-5920322660008063717gmail-p2""><span style=""color: #666666;"">Expected Ship Date: 10.31.19</span></h4>
<p class=""m_-4135980591378889992gmail-m_-5920322660008063717gmail-p2""><b>DeathCore<br></b>The Death Core is a fun and snappy core that has been proven time after time to be most preferred core from our riders. Years of testing with this core on groomers, terrain parks, and urban terrain has resulted in a proven core that lives up to the standards of the brand</p>
<p class=""m_-4135980591378889992gmail-m_-5920322660008063717gmail-p1"">*Death Core = Bamboo + Poplar Core + Strength + Flex + Lightweight + Super Fun</p>
<p class=""m_-4135980591378889992gmail-m_-5920322660008063717gmail-p1"">*Medium Flex </p>
<div class=""page"" title=""Page 1"">
<div class=""layoutArea"">
<div class=""column"">
<p><span>The Death Core has a nice flex that isnʼt too stiff, not too soft, but maintains its liveliness longer than other cores in part to the strength of bamboo. The Death Core is ideal for your day to day riding with your buds and freestyle excursions, wherever that may be. The environmental impacts of bamboo as a rapid renewable resource helps make the core a no-brainer.</span></p>
<meta charset=""utf-8"">
<p><span><b><strong>Aura of Protection Top Sheet<br></strong></b>A magical matte top sheet that protects your board and helps give you grip while riding one-footed. Protects from most-evil spells, hexes, curses, and witch’s brews. Note: does not protect against ski school kids stepping on your board.</span></p>
<p><b>Sundae Sidewalls<br></b><span>No one likes chatter.</span><span class=""m_-4135980591378889992gmail-m_-5920322660008063717gmail-Apple-converted-space""> </span><span>UMHW is a proven industry standard for dampening your ride and letting you focus on where you want to go instead of fighting your deck.</span><span class=""m_-4135980591378889992gmail-m_-5920322660008063717gmail-Apple-converted-space"">  </span><span>Let our sidewalls help you ride, better.</span></p>
<p><b>XXX Fiberglass Weave - for the hardcore kids. Vin Diesel can come too.<br></b>With the combo of our Death Core, a triaxial fiberglass weave complements the wood core by adding strength and creates the perfect flex for our snowboards. Combined with the Super Sundae Sidewalls + Death Core, the triaxial fiberglass strengthens the board (torsionally) to help the board keep its strength on turns and gives it the perfect flex. Fiberglass is such an underrated material - biaxial fiberglass makes a snowboard too soft, and basalt triaxial makes it (lighter but) too stiff. Our Fiberglass Weave complements our cores and the rest of our materials together to make it a Super Happytime Death Machine.</p>
</div>
</div>
</div>
<p class=""m_-4135980591378889992gmail-m_-5920322660008063717gmail-p2""><strong><br>Hybrid Camber</strong><br><img src=""//cdn.shopify.com/s/files/1/1714/2171/files/Asset_1_1024x1024.png?v=1506273470"" alt=""""></p>
<p class=""m_-8237263561138895069gmail-m_-5920322660008063717gmail-p2"">'Universal Remote' Specifications</p>
<table width=""100%"">
<tbody>
<tr>
<td><strong>Size</strong></td>
<td><strong>Effective Edge</strong></td>
<td><strong>Contact Length</strong></td>
<td><strong>Waist Width</strong></td>
<td><strong>Sidecut</strong></td>
</tr>
<tr>
<td>146cm</td>
<td>110.4 cm</td>
<td>109 cm</td>
<td>24.8 cm</td>
<td>7.35 cm</td>
</tr>
<tr>
<td>152cm</td>
<td>116.4 cm</td>
<td>114 cm</td>
<td>25.3 cm</td>
<td>7.65 cm</td>
</tr>
<tr>
<td>155cm</td>
<td>119.4 cm</td>
<td>117 cm</td>
<td>25.7 cm</td>
<td>7.8 cm</td>
</tr>
<tr>
<td>158cm</td>
<td>122.4 cm</td>
<td>119 cm</td>
<td>25.9 cm</td>
<td>7.95 cm</td>
</tr>
</tbody>
</table>
</div>",Super Happytime Death Machine,Snowboards,"",true,Color,Chocolate (Black),,,,,"",3628.73896,shopify,deny,manual,420.00,,true,true,"",https://cdn.shopify.com/s/files/1/1714/2171/products/158_ur_new-01.png?v=1567166264,1,,false,,"Control your future, past & present with the Universal Remote. This powerful Claymore grants itʼs wielder a boost in power & creativity. Conquer the Mountains, the cities, and the Multiverse. Please note this item does not work with your current TV or smart devices.",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1714/2171/products/158_ur_new-01.png?v=1567166264,lb,,160.00,active
universal-remote-158cm-1,,,,,,,,Vanilla (White),,,,,"",3628.73896,shopify,deny,manual,420.00,,true,true,"",https://cdn.shopify.com/s/files/1/1714/2171/products/158_ur_new1-01-01.png?v=1567166264,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1714/2171/products/158_ur_new1-01-01.png?v=1567166264,lb,,160.00,
universal-remote-152cm,Universal Remote 152cm,"<div dir=""ltr"">
<meta charset=""utf-8"">
<p class=""m_-4135980591378889992gmail-m_-5920322660008063717gmail-p2""><b>The Universal Remote Series<br></b>Control your future, past &amp; present with the Universal Remote. This powerful Claymore grants itʼs wielder a boost in power &amp; creativity. Conquer the Mountains, the cities, and the Multiverse. Please note this item does not work with your current TV or smart devices.</p>
<p class=""m_-4135980591378889992gmail-m_-5920322660008063717gmail-p2""><b></b>Available in sizes: 146cm, 152cm, 155cm, 158cm<b><br></b></p>
<meta charset=""utf-8"">
<meta charset=""utf-8"">
<meta charset=""utf-8"">
<h4 class=""m_-4135980591378889992gmail-m_-5920322660008063717gmail-p2""><span style=""color: #666666;"">Expected Ship Date: 10.31.19</span></h4>
<p class=""m_-4135980591378889992gmail-m_-5920322660008063717gmail-p2""><b>DeathCore<br></b>The Death Core is a fun and snappy core that has been proven time after time to be most preferred core from our riders. Years of testing with this core on groomers, terrain parks, and urban terrain has resulted in a proven core that lives up to the standards of the brand</p>
<p class=""m_-4135980591378889992gmail-m_-5920322660008063717gmail-p1"">*Death Core = Bamboo + Poplar Core + Strength + Flex + Lightweight + Super Fun</p>
<p class=""m_-4135980591378889992gmail-m_-5920322660008063717gmail-p1"">*Medium Flex </p>
<div class=""page"" title=""Page 1"">
<div class=""layoutArea"">
<div class=""column"">
<p><span>The Death Core has a nice flex that isnʼt too stiff, not too soft, but maintains its liveliness longer than other cores in part to the strength of bamboo. The Death Core is ideal for your day to day riding with your buds and freestyle excursions, wherever that may be. The environmental impacts of bamboo as a rapid renewable resource helps make the core a no-brainer.</span></p>
<p> <b><strong>Aura of Protection Top Sheet<br></strong></b><span>A magical matte top sheet that protects your board and helps give you grip while riding one-footed. Protects from most-evil spells, hexes, curses, and witch’s brews. Note: does not protect against ski school kids stepping on your board.</span></p>
<p><b>Sundae Sidewalls<br></b><span>No one likes chatter.</span><span class=""m_-4135980591378889992gmail-m_-5920322660008063717gmail-Apple-converted-space""> </span><span>UMHW is a proven industry standard for dampening your ride and letting you focus on where you want to go instead of fighting your deck.</span><span class=""m_-4135980591378889992gmail-m_-5920322660008063717gmail-Apple-converted-space"">  </span><span>Let our sidewalls help you ride, better.</span></p>
<p><b>XXX Fiberglass Weave - for the hardcore kids. Vin Diesel can come too.<br></b>With the combo of our Death Core, a triaxial fiberglass weave complements the wood core by adding strength and creates the perfect flex for our snowboards. Combined with the Super Sundae Sidewalls + Death Core, the triaxial fiberglass strengthens the board (torsionally) to help the board keep its strength on turns and gives it the perfect flex. Fiberglass is such an underrated material - biaxial fiberglass makes a snowboard too soft, and basalt triaxial makes it (lighter but) too stiff. Our Fiberglass Weave complements our cores and the rest of our materials together to make it a Super Happytime Death Machine.</p>
</div>
</div>
</div>
<p class=""m_-4135980591378889992gmail-m_-5920322660008063717gmail-p2""><strong><br>Hybrid Camber</strong><br><img src=""//cdn.shopify.com/s/files/1/1714/2171/files/Asset_1_1024x1024.png?v=1506273470"" alt=""""></p>
<p class=""m_-8237263561138895069gmail-m_-5920322660008063717gmail-p2"">'Universal Remote' Specifications</p>
<table width=""100%"">
<tbody>
<tr>
<td><strong>Size</strong></td>
<td><strong>Effective Edge</strong></td>
<td><strong>Contact Length</strong></td>
<td><strong>Waist Width</strong></td>
<td><strong>Sidecut</strong></td>
</tr>
<tr>
<td>146cm</td>
<td>110.4 cm</td>
<td>109 cm</td>
<td>24.8 cm</td>
<td>7.35 cm</td>
</tr>
<tr>
<td>152cm</td>
<td>116.4 cm</td>
<td>114 cm</td>
<td>25.3 cm</td>
<td>7.65 cm</td>
</tr>
<tr>
<td>155cm</td>
<td>119.4 cm</td>
<td>117 cm</td>
<td>25.7 cm</td>
<td>7.8 cm</td>
</tr>
<tr>
<td>158cm</td>
<td>122.4 cm</td>
<td>119 cm</td>
<td>25.9 cm</td>
<td>7.95 cm</td>
</tr>
</tbody>
</table>
</div>",Super Happytime Death Machine,Snowboards,"",true,Color,Strawberry (Light Pink),,,,,"",3628.73896,shopify,deny,manual,420.00,,true,true,"",https://cdn.shopify.com/s/files/1/1714/2171/products/SHDM_20_L_1B-01.png?v=1566105889,1,,false,,"Control your future, past & present with the Universal Remote. This powerful Claymore grants itʼs wielder a boost in power & creativity. Conquer the Mountains, the cities, and the Multiverse. Please note this item does not work with your current TV or smart devices.",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1714/2171/products/SHDM_20_L_1A-01.png?v=1566105898,lb,,,active
universal-remote-152cm,,,,,,,,Chocolate (Black),,,,,"",3628.73896,shopify,deny,manual,420.00,,true,true,"",https://cdn.shopify.com/s/files/1/1714/2171/products/SHDM_20_L_1A-01.png?v=1566105898,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1714/2171/products/SHDM_20_L_1B-01.png?v=1566105889,lb,,160.00,
